Band,Headword,Inflections
18,arrowhead,
18,arthouse,
18,articular,
18,artificiality,
18,artsy,
18,asceticism,
18,ascot,
18,aseptic,
18,ashy,
18,asinine,
18,aspartame,
18,aspersion,
18,asphyxiate,
18,asphyxiation,
18,aspirational,
18,assignation,
18,aster,
18,astern,
18,astigmatism,
18,astral,
18,astringent,
18,atavistic,
18,atheistic,
18,atomize,
18,attender,
18,attractant,
18,audiobook,
18,austral,
18,autobahn,
18,autofocus,
18,autoworker,
18,avarice,
18,avaricious,
18,avocation,
18,avuncular,
18,awl,
18,azimuth,
18,baccarat,
18,backache,
18,backdate,
18,backgammon,
18,backhanded,
18,backrest,
18,backslapping,
18,backstop,
18,backstory,
18,backwash,
18,bacteriological,
18,baddie,
18,badlands,
18,bafflement,
18,baht,
18,baklava,
18,balaclava,
18,balky,
18,ballyhoo,
18,balsa,
18,baluster,
18,bamboozle,
18,banyan,
18,barbarity,
18,barbiturate,
18,barcode,
18,bareback,
18,barf,
18,barista,
18,barkeep,
18,barnstorm,
18,barometric,
18,baronet,
18,baronial,
18,barrack,
18,basaltic,
18,basketry,
18,basmati,
18,bassinet,
18,basso,
18,bassoon,
18,bathwater,
18,batik,
18,batty,
18,bauxite,
18,bazooka,
18,beachcomber,
18,beanbag,
18,beanie,
18,beatitude,
18,beatnik,
18,beautician,
18,beautification,
18,bebop,
18,bedeck,
18,bedpost,
18,bedroll,
18,bedstead,
18,beefsteak,
18,beekeeping,
18,bejewel,
18,belabor,
18,belay,
18,belfry,
18,bellboy,
18,bellhop,
18,belligerence,
18,bemusement,
18,beneficence,
18,benighted,
18,besmirch,
18,bestial,
18,bestiality,
18,betrayer,
18,betrothal,
18,bettor,
18,biannual,
18,bibliographical,
18,bicameral,
18,bier,
18,bifocal,
18,bifurcation,
18,bigamy,
18,bilingualism,
18,bilious,
18,billable,
18,billfold,
18,billionth,
18,billowy,
18,binomial,
18,bioengineering,
18,biogas,
18,biohazard,
18,biologic,
18,biome,
18,biophysical,
18,bioscience,
18,bipedal,
18,birdbath,
18,birdcage,
18,birdseed,
18,bisexuality,
18,bishopric,
18,bismuth,
18,bitumen,
18,bivalve,
18,bivouac,
18,blackball,
18,blandishment,
18,blather,
18,blimey,
18,bling,
18,blitzkrieg,
18,blogosphere,
18,bloodcurdling,
18,bloodsucker,
18,bloodsucking,
18,bloomer,
18,blotchy,
18,blowhard,
18,blowtorch,
18,bluebell,
18,bluesy,
18,boatswain,
18,boatyard,
18,bobbin,
18,bodysuit,
18,bodywork,
18,boggy,
18,boilerplate,
18,boldface,
18,bolus,
18,bombast,
18,bonbon,
18,bondsman,
18,bong,
18,bongo,
18,bonhomie,
18,bonito,
18,bonny,
18,booboo,
18,booger,
18,bookworm,
18,boomtown,
18,boondoggle,
18,bootlegger,
18,bordello,
18,borer,
18,boron,
18,borscht,
18,botulism,
18,bouffant,
18,bouillabaisse,
18,bowleg,
18,bracero,
18,braindead,
18,brainpower,
18,brainwave,
18,brassica,
18,bratty,
18,bratwurst,
18,bravura,
18,brawler,
18,brazier,
18,breadbasket,
18,breadfruit,
18,breakable,
18,breastplate,
18,breathalyzer,
18,breeches*,
18,brie,
18,brigand,
18,brinkmanship,
18,briny,
18,brioche,
18,broadsheet,
18,brokenhearted,
18,brouhaha,
18,browbeat,
18,bruiser,
18,bruschetta,
18,bubblegum,
18,buckshot,
18,buckyball!,
18,budgie,
18,bulimic,
18,bullfrog,
18,bumpkin,
18,bunion,
18,bunkhouse,
18,burg,
18,burgher,
18,burglarize,
18,bushing,
18,bushman,
18,bushwhack,
18,buss,
18,butane,
18,butchery,
18,buttercream,
18,butterscotch,
18,buxom,
18,cabinetmaker,
18,caboose,
18,caffeinated,
18,caftan,
18,caisson,
18,cakewalk,
18,calabash,
18,calamitous,
18,calcify,
18,calcite,
18,caldera,
18,caliph,
18,caliphate,
18,callback,
18,calligrapher,
18,calligraphic,
18,callow,
18,calyx,
18,camisole,
18,camphor,
18,canape,
18,canard,
18,canker,
18,cannibalistic,
18,canoeist,
18,canonization,
18,cantata,
18,canter,
18,capitation,
18,capo,
18,caprice,
18,capstone,
18,captaincy,
18,carafe,
18,carbide,
18,cardiopulmonary,
18,careerist,
18,carillon,
18,carjack,
18,carload,
18,carnelian,
18,carouse,
18,carpal,
18,carpetbagger,
18,carport,
18,carryout,
18,carryover,
18,cartographic,
18,casework,
18,cassock,
18,castaway,
18,catcall,
18,catchphrase,
18,catchword,
18,catechist,
18,catnip,
18,catty,
18,cavalcade,
18,cellblock,
18,censorious,
18,centerfold,
18,centigrade,
18,centipede,
18,centurion,
18,ceramist,
18,cerebellum,
18,cesium,
18,cession,
18,cesspool,
18,chador,
18,chambermaid,
18,chancy,
18,chaparral,
18,chaplaincy,
18,chargeable,
18,chauvinistic,
18,cheapskate,
18,checkmate,
18,chemise,
18,chenille,
18,cherrypick,
18,cherubic,
18,chervil,
18,chiaroscuro,
18,chicanery,
18,chickadee,
18,chickenpox,
18,chicory,
18,chignon,
18,childproof,
18,chiller,
18,chit,
18,chivalrous,
18,chlorination,
18,chock,
18,choirboy,
18,choker,
18,choosy,
18,chorale,
18,choreographic,
18,chronometer,
18,churl,
18,cilium,
18,cinematography,
18,circularity,
18,circumnavigate,
18,circumpolar,
18,circumspection,
18,cirrus,
18,civet,
18,clairvoyant,
18,clamorous,
18,clampdown,
18,clapper,
18,clarinetist,
18,clavicle,
18,clearheaded,
18,clef,
18,clicker,
18,clifftop,
18,climatologist,
18,climatology,
18,cloche,
18,clomp,
18,clonal,
18,clop,
18,clothespin,
18,clunker,
18,coagulate,
18,coagulation,
18,coalescence,
18,coalfield,
18,coastguard,
18,coaxial,
18,cochlea,
18,cockamamie,
18,cockatoo,
18,cockeyed,
18,cockfight,
18,cockle,
18,cockney,
18,cocksucker,
18,codeine,
18,codependency,
18,codependent,
18,codification,
18,coffeepot,
18,cognoscente,
18,cohere,
18,coiffure,
18,coincident,
18,coital,
18,coitus,
18,coleus,
18,colicky,
18,collectivization,
18,collegian,
18,colloquium,
18,columnar,
18,comeuppance,
18,comity,
18,commie,
18,commissar,
18,committal,
18,commodious,
18,commonsensical,
18,compactor,
18,companionway,
18,complainer,
18,comportment,
18,compunction,
18,computerization,
18,comradeship,
18,concatenation,
18,concertgoer,
18,concertina,
18,concessionaire,
18,concessionary,
18,concord,
18,condenser,
18,conductance,
18,confectionery,
18,conferee,
18,conformance,
18,conformist,
18,conga,
18,conglomeration,
18,congregationalist,
18,coniferous,
18,conjugation,
18,conjuncture,
18,consonance,
18,constipate,
18,constrictor,
18,constructionist,
18,constructor,
18,consumable,
18,consumerist,
18,consumptive,
18,contextualization,
18,contrail,
18,contraindication,
18,contralto,
18,contusion,
18,convalesce,
18,convalescence,
18,convective,
18,convener,
18,conversationalist,
18,conviviality,
18,convolution,
18,cooktop,
18,cooperator,
18,copyist,
18,copywriter,
18,coquette,
18,coreligionist,
18,corncob,
18,corneal,
18,cornet,
18,cornflower,
18,cornstalk,
18,coronet,
18,corpulent,
18,correlative,
18,corsage,
18,cortisone,
18,cosign,
18,cosmetology,
18,cottony,
18,counterargument,
18,counterclaim,
18,counterfeiter,
18,counteroffensive,
18,counterrevolution,
18,counterterrorist,
18,couturier,
18,coven,
18,covetous,
18,cowbell,
18,cowlick,
18,cowrie,
18,coxswain,
18,crabmeat,
18,crackhead,
18,crackup,
18,crankshaft,
18,crapshoot,
18,cravat,
18,craw,
18,creamer,
18,creamery,
18,cred,
18,credenza,
18,credulous,
18,crestfallen,
18,cretin,
18,crewcut,
18,crinkly,
18,crinoline,
18,cronyism,
18,cropper,
18,crossbreed,
18,crosscheck,
18,crosshatch,
18,crosstown,
18,crosswalk,
18,crosswind,
18,croup,
18,cruciform,
18,crumpet,
18,crustal,
18,crybaby,
18,cryptography,
18,crystallization,
18,cubbyhole,
18,cuckold,
18,cudgel,
18,cufflink,
18,cultist,
18,cumulus,
18,cupid,
18,cur,
18,curia,
18,curio,
18,curlew,
18,curlicue,
18,curtailment,
18,curvaceous,
18,cutesy,
18,cutlass,
18,cutup,
18,cyan,
18,cyberpunk,
18,cyclops,
18,cyclotron,
18,cyrillic,Cyrillic
18,cystitis,
18,cytology,
18,dachshund,
18,dadaist,
18,daemon,
18,dally,
18,damnable,
18,dander,
18,dang,
18,databank,
18,datebook,
18,dauphin,
18,daybed,
18,dayroom,
18,deaconess,
18,deadbolt,
18,deadweight,
18,deadwood,
18,dearie,
18,debasement,
18,debauch,
18,debonair,
18,debriefing*,
18,decamp,
18,decant,
18,decapitation,
18,decathlon,
18,deceiver,
18,decider,
18,deckhand,
18,decolonize,
18,decompress,
18,decongestant,
18,deconstructionist,
18,decontaminate,
18,decouple,
18,defamatory,
18,defeatist,
18,defecate,
18,defecation,
18,deflationary,
18,deflector,
18,deforest,
18,degeneracy,
18,deify,
18,dejection,
18,deliverable,
18,deliverer,
18,deliveryman,
18,demagogic,
18,demerit,
18,demesne,
18,demigod,
18,demilitarization,
18,demobilize,
18,demoralization,
18,denature,
18,dendrite,
18,denier,
18,denigration,
18,denominate,
18,depoliticize,
18,depopulate,
18,deportee,
18,deportment,
18,deprecate,
18,deputation,
18,derailment,
18,dermal,
18,dermatitis,
18,dermis,
18,derrick,
18,derriere,
18,desiccation,
18,desirous,
18,despoil,
18,despondency,
18,destitution,
18,determiner,
18,detestable,
18,dethrone,
18,detoxify,
18,deuce,
18,dexterous,
18,diagnostician,
18,diagrammatic,
18,diamondback,
18,diaphanous,
18,diatom,
18,dicker,
18,dielectric,
18,diffidence,
18,digestible,
18,digitalis,
18,dilatation,
18,dilatory,
18,dildo,
18,dilettante,
18,dimmer*,
18,dimwit,
18,dinette,
18,dingo,
18,dinnerware,
18,diphthong,
18,diploid,
18,dipole,
18,dirge,
18,dirigible,
18,disablement,
18,disabuse,
18,disadvantageous,
18,disavowal,
18,disclaim,
18,discomfit,
18,discomfiture,
18,discotheque,
18,discrepant,
18,disembowel,
18,disempower,
18,disenfranchisement,
18,disequilibrium,
18,disfavor,
18,disfigurement,
18,disharmony,
18,dishtowel,
18,dishwater,
18,disinclination,
18,disinherit,
18,disjunctive,
18,disjuncture,
18,diskette,
18,disparagement,
18,dispensable,
18,disrobe,
18,dissemble,
18,dissimilarity,
18,dissolute,
18,dissonant,
18,distemper,
18,distention,
18,ditsy,
18,divers*,
18,diversionary,
18,divestiture,
18,divestment,
18,divisible,
18,divot,
18,dockyard,
18,docudrama,
18,dodo,
18,doff,
18,dogfight,
18,doggone,
18,dogleg,
18,dolomite,
18,dolt,
18,domiciliary,
18,doomsayer,
18,doorjamb,
18,doorstop,
18,doozy,
18,dorky,
18,dormancy,
18,dory,
18,dotty,
18,doublewide,
18,doughy,
18,downbeat,
18,downscale,
18,downshift,
18,downstate,
18,doyen,
18,dragnet,
18,dramatization,
18,dray,
18,dreadnought,
18,dreamland,
18,dressage,
18,drinkable,
18,drivel,
18,drizzly,
18,dropper,
18,drowse,
18,drubbing,
18,drudge,
18,druggie,
18,druggist,
18,ducky,
18,ductwork,
18,duffer,
18,dulcimer,
18,dumbstruck,
18,dumpy,
18,dunce,
18,dungaree,
18,duodenum,
18,duplicitous,
18,dustpan,
18,dustup,
18,dyke,
18,earache,
18,earsplitting,
18,earthling,
18,earthshaking,
18,earthshattering,
18,eastbound,
18,eavesdropper,
18,echinacea,
18,eclecticism,
18,ectopic,
18,edgewise,
18,edification,
18,edify,
18,editorship,
18,educative,
18,effectual,
18,effervescent,
18,effete,
18,egghead,
18,egoism,
18,egomaniac,
18,egotism,
18,egress,
18,elderberry,
18,electable,
18,electioneer,
18,electrocardiogram,
18,electrocution,
18,electrolysis,
18,electromagnetism,
18,elegiac,
18,elfin,
18,elicitation,
18,elide,
18,ellipsis,
18,elucidation,
18,emanation,
18,embalmer,
18,embarkation,
18,embolism,
18,embryology,
18,emirate,
18,empanada,
18,emplacement,
18,employable,
18,emulator,
18,emulsify,
18,encamp,
18,encumbrance,
18,endocrinology,
18,endorser,
18,endoscope,
18,energizer,
18,enervate,
18,enfeeble,
18,engorge,
18,enlistee,
18,entente,
18,enthrone,
18,entreat,
18,entrenchment,
18,enunciation,
18,enzymatic,
18,epaulet,
18,ephedrine,
18,epicurean,
18,epidermal,
18,epigram,
18,epigraph,
18,epinephrine,
18,episcopate,
18,epistolary,
18,epochal,
18,equidistant,
18,equivocation,
18,erector,
18,ermine,
18,erotica,
18,erythrocyte,
18,escapist,
18,escarole,
18,espalier,
18,estimable,
18,ethnologist,
18,ethnology,
18,ethologist,
18,ethyl,
18,etiological,
18,etude,
18,euclidean,
18,eulogize,
18,euthanize,
18,evanescent,
18,evangelicalism,
18,evangelistic,
18,evermore,
18,exacerbation,
18,exactitude,
18,exculpatory,
18,exegetical,
18,exhibitionism,
18,exhibitionist,
18,exhumation,
18,existentialism,
18,existentialist,
18,exoneration,
18,exoplanet!,
18,exotica,
18,exoticism,
18,expansionary,
18,expansionism,
18,expat,
18,explicable,
18,exploitable,
18,exploiter,
18,expository,
18,extender,
18,extendible,
18,extirpate,
18,extractor,
18,extrajudicial,
18,extralegal,
18,extraterritorial,
18,extrusion,
18,exultant,
18,exultation,
18,exurban,
18,eyelet,
18,eyeopener,
18,fabricator,
18,factionalism,
18,fain,
18,fainthearted,
18,fairyland,
18,faker,
18,falconry,
18,fallacious,
18,falloff,
18,familiarization,
18,fancier*,
18,fanny,
18,fantasia,
18,fanzine,
18,farmhand,
18,farthing,
18,faux,
18,fealty,
18,featherweight,
18,febrile,
18,fecund,
18,feedlot,
18,felafel,
18,feldspar,
18,felicitous,
18,feminize,
18,ferrous,
18,fetishism,
18,fetter,
18,fettuccine,
18,fez,
18,fibula,
18,ficus,
18,fief,
18,fife,
18,figuration,
18,filbert,
18,filch,
18,filmic,
18,filmy,
18,finagle,
18,fingerboard,
18,fingerling,
18,firebox,
18,fireproof,
18,firmware,
18,fishbowl,
18,fishmonger,
18,fixing*,
18,fizzy,
18,flab,
18,flamboyance,
18,flanker,
18,flapper,
18,flasher,
18,flashpoint,
18,flatfooted,
18,flatiron,
18,flatulence,
18,flavoring*,
18,fledged,
18,flighty,
18,flinty,
18,floodwater,
18,floozy,
18,flophouse,
18,flowchart,
18,flowerbed,
18,flowerpot,
18,flub,
18,flume,
18,flummox,
18,flunky,
18,flutist,
18,fluttery,
18,flycatcher,
18,flyover,
18,flyway,
18,foghorn,
18,foldout,
18,folkloric,
18,folklorist,
18,footloose,
18,footplate,
18,footrest,
18,footstool,
18,fop,
18,forbear,
18,forecourt,
18,forelimb,
18,foreshorten,
18,foreskin,
18,foretaste,
18,forethought,
18,forgivable,
18,formfitting,
18,fornication,
18,forsythia,
18,fortieth,
18,foulmouthed,
18,foundling,
18,fount,
18,foursquare,
18,foxglove,
18,franchiser,
18,francophone,
18,frankincense,
18,fraternize,
18,freedman,
18,freehand,
18,freeloader,
18,freethinking,
18,freshener,
18,frictional,
18,frig,
18,frizz,
18,frontispiece,
18,frumpy,
18,fuhrer,
18,fulsome,
18,functionalism,
18,funereal,
18,funhouse,
18,furl,
18,furtherance,
18,fusillade,
18,futurism,
18,gabble,
18,gadfly,
18,gadgetry,
18,gaff,
18,gaffer,
18,gaiter,
18,gallbladder,
18,galleon,
18,gallium,
18,gallstone,
18,galosh,
18,gamekeeper,
18,gamesmanship,
18,gamete,
18,gander,
18,gangbusters,
18,gangland,
18,gangrene,
18,garbanzo,
18,garlicky,
18,garrulous,
18,gaslight,
18,gastroenteritis,
18,gastronomic,
18,gawky,
18,gazillion,
18,gazpacho,
18,gelatinous,
18,genealogist,
18,gentility,
18,gentrify,
18,genuflect,
18,geodesic,
18,geoengineering,
18,geomagnetic,
18,geophysicist,
18,geophysics,
18,gerbil,
18,geriatrician,
18,gerontological,
18,gerontologist,
18,gerontology,
18,gerrymander,
18,gesticulate,
18,gestural,
18,gibbous,
18,giggly,
18,gigolo,
18,gimlet,
18,gimmicky,
18,gizzard,
18,glaciation,
18,gladden,
18,glamorize,
18,glandular,
18,globalism,
18,globetrotting,
18,glom,
18,gluteus,
18,glutinous,
18,gluttony,
18,glycerin,
18,glycogen,
18,goalpost,
18,godson,
18,goiter,
18,gonad,
18,gonzo,
18,goofball,
18,goop,
18,gooseberry,
18,goosebumps,
18,gore,
18,gorse,
18,gossipy,
18,goth,
18,grabber,
18,grammarian,
18,grandee,
18,grandmaster,
18,granter,
18,grater,
18,gratis,
18,gravedigger,
18,graveside,
18,gravitation,
18,grazer,
18,greatcoat,
18,greenback,
18,greengrocer,
18,greeter,
18,gremlin,
18,griffin,
18,grindstone,
18,gripper,
18,gristle,
18,groomer,
18,groomsman,
18,grouch,
18,grouchy,
18,groundskeeper,
18,gruel,
18,grungy,
18,guano,
18,guaranty,
18,guardhouse,
18,guidepost,
18,gulch,
18,gullet,
18,gumball,
18,gumption,
18,gunboat,
18,gunnery,
18,gunslinger,
18,gunsmith,
18,guppy,
18,gusher,
18,guzzler,
18,gyration,
18,gyro,
18,habituate,
18,hackney,
18,hacksaw,
18,haggis,
18,hailstorm,
18,hairdressing,
18,hairpiece,
18,halcyon,
18,halfback,
18,hallucinogen,
18,hallucinogenic,
18,hammerhead,
18,handbill,
18,handcart,
18,handicapper,
18,handspring,
18,handwoven,
18,handwringing,
18,hanker,
18,hardboard,
18,hardhat,
18,hardtop,
18,harebrained,
18,harlot,
18,harpist,
18,hashish,
18,hatchway,
18,hatter,
18,haw,
18,hawker,
18,hayloft,
18,hazel,
18,hazmat!,
18,headhunt,
18,headlock,
18,headpiece,
18,headwind,
18,heartsick,
18,heartstrings,
18,heatproof,
18,heatstroke,
18,heavenward,
18,hector,
18,hedonism,
18,hedonist,
18,hedonistic,
18,helical,
18,helmsman,
18,helpmate,
18,hemophilia,
18,hemophiliac,
18,hemorrhoid,
18,henhouse,
18,heraldic,
18,herbivorous,
18,herdsman,
18,hereabout,
18,herewith,
18,heritable,
18,hermaphrodite,
18,hermetic,
18,hermetical,
18,herniate,
18,herringbone,
18,heterodox,
18,hexagon,
18,hick,
18,hieroglyph,
18,highball,
18,highhanded,
18,highlighter,
18,highwayman,
18,hipbone,
18,hippopotamus,
18,hoarder,
18,hoary,
18,hob,
18,hobnob,
18,hogwash,
18,hokey,
18,holism,
18,hollandaise,
18,hollyhock,
18,hombre,
18,homebody,
18,homeostasis,
18,hominy,
18,homoerotic,
18,homogenization,
18,homonym,
18,honeydew,
18,honker,
18,honky,
18,honorarium,
18,honorific,
18,hooch,
18,hoodoo,
18,hoodwink,
18,hookah,
18,hooliganism,
18,hora,
18,horsehair,
18,horsey,
18,hosiery,
18,hostelry,
18,housebound,
18,houseclean,
18,housecoat,
18,housemaid,
18,housemate,
18,housewarming,
18,hovercraft,
18,hubcap,
18,huckster,
18,huffy,
18,hullabaloo,
18,humanitarianism,
18,humerus,
18,humidifier,
18,humidor,
18,hummock,
18,humus,
18,hurdler,
18,hussy,
18,hydro,
18,hydrodynamic,
18,hydrogenate,
18,hydrologist,
18,hydrophobic,
18,hydroxide,
18,hygienist,
18,hymnal,
18,hypermedia,
18,hypersensitivity,
18,hypertrophy,
18,hyperventilation,
18,hyphenate,
18,hypnotherapy,
18,hypnotist,
18,hypochondria,
18,hypothalamus,
18,hypothyroidism,
18,iambic,
18,iceman,
18,icky,
18,iconoclasm,
18,iconoclast,
18,idiomatic,
18,igneous,
18,ignoble,
18,ignominy,
18,illiberal,
18,illumine,
18,illusionist,
18,imago,
18,imbroglio,
18,imitative,
18,immanence,
18,imminence,
18,immobilization,
18,immodest,
18,immunologist,
18,impala,
18,impatiens,
18,impeller,
18,imperialistic,
18,impermanence,
18,impermeable,
18,impermissible,
18,impertinence,
18,imperturbable,
18,implantable,
18,imponderable,
18,imprecision,
18,improbability,
18,improv,
18,improviser,
18,impudent,
18,imputation,
18,inactivation,
18,inapplicable,
18,inauspicious,
18,inauthentic,
18,incautious,
18,incommunicado,
18,inconsiderable,
18,inconsiderate,
18,incorruptible,
18,incumbency,
18,indelicate,
18,indemnify,
18,indigestible,
18,indirection,
18,indiscreet,
18,indisposed,
18,indissoluble,
18,individualization,
18,individuate,
18,indolence,
18,indubitable,
18,inductance,
18,inductee,
18,industrialism,
18,indwell,
18,inelastic,
18,inelegant,
18,ineluctable,
18,inestimable,
18,inexact,
18,inexpressible,
18,inferential,
18,infiltrator,
18,infliction,
18,infrastructural,
18,ingenue,
18,ingenuous,
18,inglorious,
18,ingot,
18,ingratitude,
18,ingrown,
18,inhalant,
18,inhere,
18,inkwell,
18,inoffensive,
18,inoperative,
18,inopportune,
18,inseminate,
18,insensible,
18,insincerity,
18,insole,
18,insolence,
18,insouciance,
18,insouciant,
18,instantiate,
18,instrumentality,
18,insularity,
18,insuperable,
18,intellectualism,
18,intemperate,
18,interjection,
18,interlink,
18,interlocutory,
18,intermarry,
18,interment,
18,internee,
18,interpolate,
18,interpolation,
18,interregnum,
18,interrogative,
18,interscholastic,
18,interventionism,
18,intramuscular,
18,intranet,
18,intrastate,
18,intrauterine,
18,introversion,
18,inundation,
18,inure,
18,invalidity,
18,inveigh,
18,investigatory,
18,investiture,
18,inviolate,
18,iodide,
18,ionization,
18,iridium,
18,irksome,
18,ironstone,
18,irredeemable,
18,irreverence,
18,isomer,
18,isometric,
18,isotopic,
18,italicize,
18,jackknife,
18,jackrabbit,
18,jambalaya,
18,jamboree,
18,janitorial,
18,jawline,
18,jell,
18,jerkin,
18,jib,
18,jiffy,
18,jink,
18,jinn,
18,jitterbug,
18,jocular,
18,joinery,
18,jokey,
18,judgeship,
18,juicer,
18,julep,
18,junky,
18,jute,
18,kaleidoscopic,
18,kanji,
18,kaolin,
18,kaput,
18,karmic,
18,keyboardist,
18,kibble,
18,kickass,
18,kickball,
18,kickboxing,
18,kilter,
18,kindhearted,
18,kinfolk,
18,kitchenware,
18,kitschy,
18,klutz,
18,knave,
18,knitter,
18,knitwear,
18,knowable,
18,knucklehead,
18,kooky,
18,kowtow,
18,krill,
18,kumquat,
18,labium,
18,lacerate,
18,lackadaisical,
18,lacuna,
18,laddie,
18,ladybug,
18,ladyship,
18,laggard,
18,lamina,
18,lamprey,
18,lancer,
18,landholder,
18,landholding,
18,landline,
18,landmine,
18,landowning,
18,landward,
18,languor,
18,languorous,
18,lank,
18,lanyard,
18,largo,
18,lassitude,
18,lath,
18,latticework,
18,laudatory,
18,laughingstock,
18,launderette,
18,lawbreaker,
18,lawbreaking,
18,lawmaking,
18,laxity,
18,layover,
18,laze,
18,leasehold,
18,lecherous,
18,leftward,
18,legalese,
18,legalism,
18,legation,
18,legionnaire,
18,legitimization,
18,legroom,
18,leitmotif,
18,lemongrass,
18,lepton,
18,lesbianism,
18,lessor,
18,letup,
18,levitation,
18,liaise,
18,libation,
18,libertine,
18,librarianship,
18,licentious,
18,ligature,
18,limn,
18,limpet,
18,limpid,
18,linearity,
18,linesman,
18,lingual,
18,linkup,
18,lionize,
18,listeria,
18,literati,
18,lithographic,
18,lobotomy,
18,loch,
18,lockstep,
18,logarithm,
18,logarithmic,
18,logon!,
18,loincloth,
18,longhand,
18,longhorn,
18,longhouse,
18,longwinded,
18,looker,
18,loquacious,
18,lotto,
18,loudmouth,
18,louver,
18,lovelorn,
18,lovey,
18,lowbrow,
18,lowercase,
18,lox,
18,lugubrious,
18,lumberyard,
18,luminescence,
18,luminescent,
18,lumpectomy,
18,lunchbox,
18,lupine,
18,luxuriate,
18,lyceum,
18,lye,
18,lymphatic,
18,lymphoid,
18,lyre,
18,macadamia,
18,macaque,
18,macaroon,
18,madcap,
18,madhouse,
18,madwoman,
18,magnanimity,
18,magnetize,
18,magnetometer,
18,magnifier,
18,maharajah,
18,mahjong,
18,mailbag,
18,mailroom,
18,malachite,
18,maladjustment,
18,malarial,
18,malefactor,
18,malevolence,
18,malformed,
18,malodorous,
18,mammary,
18,manacle,
18,mandala,
18,mandibular,
18,maneater,
18,manga,
18,manicurist,
18,manioc,
18,manse,
18,manta,
18,mapmaker,
18,marathoner,
18,marchioness,
18,marksmanship,
18,marquetry,
18,marriageable,
18,maser,
18,masher,
18,masker,
18,masochist,
18,masochistic,
18,masseur,
18,masseuse,
18,massif,
18,masthead,
18,mastic,
18,mastiff,
18,mastodon,
18,matchbook,
18,materiel,
18,matriarchal,
18,matriculate,
18,maximization,
18,mayday,
18,mayfly,
18,mealy,
18,meddlesome,
18,meerkat,
18,megabit,
18,megahertz,
18,megalomaniac,
18,megastar,
18,megaton,
18,melancholia,
18,melange,
18,melanin,
18,mellifluous,
18,meme,
18,menstruate,
18,menswear,
18,menthol,
18,merchandiser,
18,meritocratic,
18,meson,
18,metallurgical,
18,metallurgy,
18,metalworking,
18,metamorphic,
18,meteoroid,
18,metonymy,
18,metrical,
18,miasma,
18,mickey,
18,microclimate,
18,microeconomic,
18,microfiber,
18,microfiche,
18,micromanagement,
18,microscopical,
18,microsecond,
18,midden,
18,midge,
18,midsummer,
18,midtown,
18,mil,
18,militarist,
18,milkmaid,
18,milkweed,
18,milliliter,
18,milliner,
18,millstone,
18,mincemeat,
18,minestrone,
18,miniaturization,
18,minicomputer,
18,minimization,
18,ministration,
18,minty,
18,minuet,
18,minuteman,
18,misaligned,
18,misalignment,
18,misapprehension,
18,misappropriation,
18,misbegotten,
18,miscegenation,
18,miscellany,
18,misconceive,
18,miscue,
18,misdiagnosis,
18,misdirection,
18,mislabel,
18,mislay,
18,misogynist,
18,misogynistic,
18,mispronounce,
18,misspelling,
18,misspend,
18,misstatement,
18,mistral,
18,mitotic,
18,modeler,
18,modulator,
18,molder,
18,molybdenum,
18,monarchical,
18,monarchist,
18,moneygrubbing,
18,moneylender,
18,monger,
18,monocle,
18,monocular,
18,monosyllabic,
18,monosyllable,
18,monotheism,
18,monotheistic,
18,monounsaturated,
18,mooch,
18,moonscape,
18,mordant,
18,moronic,
18,morpheme,
18,morrow,
18,mortification,
18,mortise,
18,mosey,
18,mot,
18,motorcar,
18,mousy,
18,moviemaker,
18,moxie,
18,mu,
18,mudflat,
18,mudroom,
18,mudslinging,
18,multicellular,
18,multifamily,
18,multifarious,
18,multiprocessor,
18,multistage,
18,multiuser,
18,mumps,
18,munchies,
18,munchkin,
18,murderess,
18,musher,
18,musicality,
18,musicologist,
18,mustachio,
18,mutineer,
18,mutinous,
18,muttering*,
18,myrrh,
18,mystification,
18,mythologize,
18,narc,
18,narcissist,
18,narcolepsy,
18,nasturtium,
18,nautilus,
18,necromancer,
18,necropolis,
18,necrotic,
18,negativism,
18,negligee,
18,neigh,
18,neocon,
18,neonate,
18,nervy,
18,netball,
18,netbook,
18,nether,
18,netherworld,
18,neurosurgery,
18,neutralization,
18,nib,
18,niggle,
18,nightlight,
18,nightshirt,
18,nightspot,
18,nightstick,
18,nihilistic,
18,nimbus,
18,nippy,
18,nitpick,
18,nitrification,
18,nitroglycerin,
18,nitwit,
18,noblewoman,
18,nodal,
18,noggin,
18,noisemaker,
18,nonaggression,
18,nonclinical,
18,noncombat,
18,nonconformity,
18,noncredit,
18,noncustodial,
18,nondemocratic,
18,nondestructive,
18,nondisclosure,
18,nondiscriminatory,
18,nonentity,
18,nonexistence,
18,nonfood,
18,nonfunctional,
18,nonindustrial,
18,noninterference,
18,nonjudgmental,
18,nonliving,
18,nonparticipant,
18,nonperishable,
18,nonphysical,
18,nonprescription,
18,nonproductive,
18,nonpublic,
18,nonracial,
18,nonrandom,
18,nonreactive,
18,nonrefundable,
18,nonscientific,
18,nonsectarian,
18,nonsexual,
18,nonslip,
18,nonsocial,
18,nonsurgical,
18,nontechnical,
18,nonvoting,
18,nonworking,
18,noonday,
18,nosh,
18,notarize,
18,notepaper,
18,novitiate,
18,nubile,
18,nucleation,
18,nucleon,
18,nudist,
18,nullification,
18,numeracy,
18,nunnery,
18,nurturer,
